Seecod;Cousig;Grccod;Counbrcdt;Locnbrpla;Pernum;Loccod;Grccodtypgrpcou;Coufrqlab;Grccodprt;Remcodtypcou;Couabgitt;Grcnbrpladis;Perjousem;Perhredeb
BA;AE3300;01;1,00;21;31;B-403;C;A;;T;AERODYNAMIQUE DE L'AVION I;15;MER;0830
BA;AE3300;01;1,00;21;32;B-403;C;A;;T;AERODYNAMIQUE DE L'AVION I;15;MER;0930
BA;AE3300;01;1,00;21;33;B-403;C;A;;T;AERODYNAMIQUE DE L'AVION I;15;MER;1030
BA;AE3400;01;3,00;27;41;B-600.7;C;B;;TL;COMMANDE DE VOL;20;JEU;0830
BA;AE3400;01;3,00;27;42;B-600.7;C;B;;TL;COMMANDE DE VOL;20;JEU;0930
BA;AE3400;01;3,00;27;43;B-600.7;C;B;;TL;COMMANDE DE VOL;20;JEU;1030
BA;AE3400;01;3,00;30;51;A-431;L;B;I;TL;COMMANDE DE VOL;20;VEN;0830
BA;AE3400;01;3,00;30;52;A-431;L;B;I;TL;COMMANDE DE VOL;20;VEN;0930
BA;AE3400;01;3,00;30;53;A-431;L;B;I;TL;COMMANDE DE VOL;20;VEN;1030
BA;AE4000;01;2,00;56;57;A-609;C;A;;T;POLITIQUE DROIT AEROSPATIAL;30;VEN;1445
BA;AE4000;01;2,00;56;58;A-609;C;A;;T;POLITIQUE DROIT AEROSPATIAL;30;VEN;1545
BA;AE4000;01;2,00;56;59;A-609;C;A;;T;POLITIQUE DROIT AEROSPATIAL;30;VEN;1645
BA;AE4150;01;2,00;41;37;B-638;C;A;;T;ANAL. CONTRAINTES AERONAUT. I;25;MER;1445
BA;AE4150;01;2,00;41;38;B-638;C;A;;T;ANAL. CONTRAINTES AERONAUT. I;25;MER;1545
BA;AE4150;01;2,00;41;39;B-638;C;A;;T;ANAL. CONTRAINTES AERONAUT. I;25;MER;1645
BA;AE4340;01;2,00;43;22;A-401;C;A;;T;ANALYSE DES PERFORMANCES;35;MAR;0930
BA;AE4340;01;2,00;43;23;A-401;C;A;;T;ANALYSE DES PERFORMANCES;35;MAR;1030
BA;AE4340;01;2,00;43;24;A-401;C;A;;T;ANALYSE DES PERFORMANCES;35;MAR;1130
BA;AE4500;01;3,00;25;47;A-208;C;B;;TL;INFORMATIQUE EMBARQUEE;20;JEU;1445
BA;AE4500;01;3,00;25;48;A-208;C;B;;TL;INFORMATIQUE EMBARQUEE;20;JEU;1545
BA;AE4500;01;3,00;25;49;A-208;C;B;;TL;INFORMATIQUE EMBARQUEE;20;JEU;1645
BA;AE4500;01;3,00;25;21;A-429.4;L;B;P;TL;INFORMATIQUE EMBARQUEE;20;MAR;0830
BA;AE4500;01;3,00;25;22;A-429.4;L;B;P;TL;INFORMATIQUE EMBARQUEE;20;MAR;0930
BA;AE4500;01;3,00;25;23;A-429.4;L;B;P;TL;INFORMATIQUE EMBARQUEE;20;MAR;1030
BA;AE4640;01;2,00;41;2C0;B-638;C;A;;T;STABIL.  CONTROLE DE L'AVION;35;MAR;1900
BA;AE4640;01;2,00;41;2D0;B-638;C;A;;T;STABIL.  CONTROLE DE L'AVION;35;MAR;2000
BA;AE4640;01;2,00;41;2E0;B-638;C;A;;T;STABIL.  CONTROLE DE L'AVION;35;MAR;2100
BA;AE4710;01;2,00;41;31;B-638;C;A;;T;AVIONIQUE;20;MER;0830
BA;AE4710;01;2,00;41;32;B-638;C;A;;T;AVIONIQUE;20;MER;0930
BA;AE4710;01;2,00;41;33;B-638;C;A;;T;AVIONIQUE;20;MER;1030
BA;AE5950;01;3,00;60;28;DEPT3.1;L;H;;L;PROJET FIN D'ET. EN AVIONIQUE;20;MAR;1545
BA;AE5950;01;3,00;60;29;DEPT3.1;L;H;;L;PROJET FIN D'ET. EN AVIONIQUE;20;MAR;1645
BA;AE5980;01;3,00;60;28;DEPT2.1;L;H;;L;PROJET FIN D'ET. AERONAUTIQUE;10;MAR;1545
BA;AE5980;01;3,00;60;29;DEPT2.1;L;H;;L;PROJET FIN D'ET. AERONAUTIQUE;10;MAR;1645
BA;CHE0501;01;3,00;66;31;B-411;C;H;;TL;CHIMIE GENERALE;60;MER;0830
BA;CHE0501;01;3,00;66;32;B-411;C;H;;TL;CHIMIE GENERALE;60;MER;0930
BA;CHE0501;01;3,00;63;41;A-621;L;H;;TL;CHIMIE GENERALE;60;JEU;0830
BA;CHE0501;01;3,00;63;42;A-621;L;H;;TL;CHIMIE GENERALE;60;JEU;0930
BA;CHE0501;02;3,00;66;33;B-411;C;H;;TL;CHIMIE GENERALE;60;MER;1030
BA;CHE0501;02;3,00;66;34;B-411;C;H;;TL;CHIMIE GENERALE;60;MER;1130
BA;CHE0501;02;3,00;63;43;A-621;L;H;;TL;CHIMIE GENERALE;60;JEU;1030
BA;CHE0501;02;3,00;63;44;A-621;L;H;;TL;CHIMIE GENERALE;60;JEU;1130
BA;CIV1101;01;3,00;48;41;B-618;C;H;;TLS;GEOMETRONIQUE;45;JEU;0830
BA;CIV1101;01;3,00;48;42;B-618;C;H;;TLS;GEOMETRONIQUE;45;JEU;0930
BA;CIV1101;01;3,00;48;43;B-618;C;H;;TLS;GEOMETRONIQUE;45;JEU;1030
BA;CIV1101;01;3,00;65;15;B-431.3;L;H;;TLS;GEOMETRONIQUE;30;LUN;1245
BA;CIV1101;01;3,00;65;16;B-431.3;L;H;;TLS;GEOMETRONIQUE;30;LUN;1345
BA;CIV1101;01;3,00;65;17;B-431.3;L;H;;TLS;GEOMETRONIQUE;30;LUN;1445
BA;CIV1101;02;3,00;50;36;C-632;C;H;;TLS;GEOMETRONIQUE;45;MER;1345
BA;CIV1101;02;3,00;50;37;C-632;C;H;;TLS;GEOMETRONIQUE;45;MER;1445
BA;CIV1101;02;3,00;50;38;C-632;C;H;;TLS;GEOMETRONIQUE;45;MER;1545
BA;CIV1101;02;3,00;65;46;B-431.3;L;H;;TLS;GEOMETRONIQUE;30;JEU;1345
BA;CIV1101;02;3,00;65;47;B-431.3;L;H;;TLS;GEOMETRONIQUE;30;JEU;1445
BA;CIV1101;02;3,00;65;48;B-431.3;L;H;;TLS;GEOMETRONIQUE;30;JEU;1545
BA;CIV1101;03;3,00;65;55;B-431.3;L;H;;TLS;GEOMETRONIQUE;30;VEN;1245
BA;CIV1101;03;3,00;65;56;B-431.3;L;H;;TLS;GEOMETRONIQUE;30;VEN;1345
BA;CIV1101;03;3,00;65;57;B-431.3;L;H;;TLS;GEOMETRONIQUE;30;VEN;1445
BA;CIV2103;01;3,00;54;21;C-539.2;C;H;;TL;TECHN. INFORMATIONNELLES;48;MAR;0830
BA;CIV2103;01;3,00;54;22;C-539.2;C;H;;TL;TECHN. INFORMATIONNELLES;48;MAR;0930
BA;CIV2103;01;3,00;54;23;C-539.2;L;H;;TL;TECHN. INFORMATIONNELLES;48;MAR;1030
BA;CIV2103;01;3,00;54;24;C-539.2;L;H;;TL;TECHN. INFORMATIONNELLES;48;MAR;1130
BA;CIV2103;02;3,00;54;16;C-539.2;C;H;;TL;TECHN. INFORMATIONNELLES;40;LUN;1345
BA;CIV2103;02;3,00;54;17;C-539.2;C;H;;TL;TECHN. INFORMATIONNELLES;40;LUN;1445
BA;CIV2103;02;3,00;54;18;C-539.2;L;H;;TL;TECHN. INFORMATIONNELLES;40;LUN;1545
BA;CIV2103;02;3,00;54;19;C-539.2;L;H;;TL;TECHN. INFORMATIONNELLES;40;LUN;1645
BA;CIV2105;01;2,00;84;31;B-415;C;H;;TLS;METHODES EXPERIMENTALES;80;MER;0830
BA;CIV2105;01;2,00;84;32;B-415;C;H;;TLS;METHODES EXPERIMENTALES;80;MER;0930
BA;CIV2105;01;2,00;44;46;B-621;L;H;;TLS;METHODES EXPERIMENTALES;40;JEU;1345
BA;CIV2105;01;2,00;44;47;B-621;L;H;;TLS;METHODES EXPERIMENTALES;40;JEU;1445
BA;CIV2105;02;2,00;57;53;B-315;L;H;;TLS;METHODES EXPERIMENTALES;40;VEN;1030
BA;CIV2105;02;2,00;57;54;B-315;L;H;;TLS;METHODES EXPERIMENTALES;40;VEN;1130
BA;CIV2106;01;1,00;56;41;A-609;C;H;;TL;DAO APPLIQUE A LA GEOLOGIE;25;JEU;0830
BA;CIV2106;01;1,00;56;42;A-609;C;H;;TL;DAO APPLIQUE A LA GEOLOGIE;25;JEU;0930
BA;CIV2106;01;1,00;44;55;C-539.4;L;H;;TL;DAO APPLIQUE A LA GEOLOGIE;25;VEN;1245
BA;CIV2106;01;1,00;44;56;C-539.4;L;H;;TL;DAO APPLIQUE A LA GEOLOGIE;25;VEN;1345
BA;CIV2106;01;1,00;44;57;C-539.4;L;H;;TL;DAO APPLIQUE A LA GEOLOGIE;25;VEN;1445
BA;CIV3201;01;3,00;43;51;A-401;C;H;;TL;POLLUTION ET TRAIT. DES EAUX;40;VEN;0830
BA;CIV3201;01;3,00;43;52;A-401;C;H;;TL;POLLUTION ET TRAIT. DES EAUX;40;VEN;0930
BA;CIV3201;01;3,00;43;53;A-401;C;H;;TL;POLLUTION ET TRAIT. DES EAUX;40;VEN;1030
BA;CIV3201;01;3,00;51;15;A-503;L;H;;TL;POLLUTION ET TRAIT. DES EAUX;40;LUN;1245
BA;CIV3201;01;3,00;51;16;A-503;L;H;;TL;POLLUTION ET TRAIT. DES EAUX;40;LUN;1345
BA;CIV3201;01;3,00;51;17;A-503;L;H;;TL;POLLUTION ET TRAIT. DES EAUX;40;LUN;1445
BA;CIV3301;01;2,00;98;31;B-311;C;H;;TLS;PROPRIETES DES GEOMATERIAUX;84;MER;0830
BA;CIV3301;01;2,00;98;32;B-311;C;H;;TLS;PROPRIETES DES GEOMATERIAUX;84;MER;0930
BA;CIV3301;01;2,00;28;58;B-303;L;H;;TLS;PROPRIETES DES GEOMATERIAUX;28;VEN;1545
BA;CIV3301;01;2,00;28;59;B-303;L;H;;TLS;PROPRIETES DES GEOMATERIAUX;28;VEN;1645
BA;CIV3301;02;2,00;44;13;B-621;L;H;;TLS;PROPRIETES DES GEOMATERIAUX;28;LUN;1030
BA;CIV3301;02;2,00;44;14;B-621;L;H;;TLS;PROPRIETES DES GEOMATERIAUX;28;LUN;1130
BA;CIV3301;03;2,00;28;43;B-303;L;H;;TLS;PROPRIETES DES GEOMATERIAUX;28;JEU;1030
BA;CIV3301;03;2,00;28;44;B-303;L;H;;TLS;PROPRIETES DES GEOMATERIAUX;28;JEU;1130
BA;CIV3403;01;2,00;77;21;A-410;C;H;;TL;PRINCIPES D'HYDROLOGIE;70;MAR;0830
BA;CIV3403;01;2,00;77;22;A-410;C;H;;TL;PRINCIPES D'HYDROLOGIE;70;MAR;0930
BA;CIV3403;01;2,00;90;48;B-600.3;L;H;;TL;PRINCIPES D'HYDROLOGIE;70;JEU;1545
BA;CIV3403;01;2,00;90;49;B-600.3;L;H;;TL;PRINCIPES D'HYDROLOGIE;70;JEU;1645
BA;CIV3502;01;3,00;125;51;B-316.1;C;B;;TLS;ANALYSE DES STRUCTURES;80;VEN;0830
BA;CIV3502;01;3,00;125;52;B-316.1;C;B;;TLS;ANALYSE DES STRUCTURES;80;VEN;0930
BA;CIV3502;01;3,00;125;53;B-316.1;C;B;;TLS;ANALYSE DES STRUCTURES;80;VEN;1030
BA;CIV3502;01;3,00;56;15;A-522;L;B;I;TLS;ANALYSE DES STRUCTURES;40;LUN;1245
BA;CIV3502;01;3,00;56;16;A-522;L;B;I;TLS;ANALYSE DES STRUCTURES;40;LUN;1345
BA;CIV3502;01;3,00;56;17;A-522;L;B;I;TLS;ANALYSE DES STRUCTURES;40;LUN;1445
BA;CIV3502;02;3,00;56;15;A-522;L;B;P;TLS;ANALYSE DES STRUCTURES;40;LUN;1245
BA;CIV3502;02;3,00;56;16;A-522;L;B;P;TLS;ANALYSE DES STRUCTURES;40;LUN;1345
BA;CIV3502;02;3,00;56;17;A-522;L;B;P;TLS;ANALYSE DES STRUCTURES;40;LUN;1445
BA;CIV3503;01;3,00;90;55;B-600.3;C;B;;TL;CONCEPT. DES STRUCT. EN ACIER;75;VEN;1245
BA;CIV3503;01;3,00;90;56;B-600.3;C;B;;TL;CONCEPT. DES STRUCT. EN ACIER;75;VEN;1345
BA;CIV3503;01;3,00;90;57;B-600.3;C;B;;TL;CONCEPT. DES STRUCT. EN ACIER;75;VEN;1445
BA;CIV3503;01;3,00;75;36;A-532;L;B;P;TL;CONCEPT. DES STRUCT. EN ACIER;75;MER;1345
BA;CIV3503;01;3,00;75;37;A-532;L;B;P;TL;CONCEPT. DES STRUCT. EN ACIER;75;MER;1445
BA;CIV3503;01;3,00;75;38;A-532;L;B;P;TL;CONCEPT. DES STRUCT. EN ACIER;75;MER;1545
BA;CIV4107;01;2,00;50;28;C-632;C;H;;TL;METHODE DES ELEMENTS FINIS;40;MAR;1545
BA;CIV4107;01;2,00;50;29;C-632;C;H;;TL;METHODE DES ELEMENTS FINIS;40;MAR;1645
BA;CIV4107;01;2,00;84;41;C-537;L;H;;TL;METHODE DES ELEMENTS FINIS;40;JEU;0830
BA;CIV4107;01;2,00;84;42;C-537;L;H;;TL;METHODE DES ELEMENTS FINIS;40;JEU;0930
BA;CIV4109;01;2,00;15;28;B-527;L;H;;L;PROJET D'INGENIERIE;10;MAR;1545
BA;CIV4109;01;2,00;15;29;B-527;L;H;;L;PROJET D'INGENIERIE;10;MAR;1645
BA;CIV4196;01;3,00;60;28;DEPT1.1;L;H;;L;PROJETS SPEC. DE GENIE CIVIL;5;MAR;1545
BA;CIV4196;01;3,00;60;29;DEPT1.1;L;H;;L;PROJETS SPEC. DE GENIE CIVIL;5;MAR;1645
BA;CIV4199;01;3,00;60;28;DEPT1.1;L;H;;L;PROJET DE FIN D'ETUDES;15;MAR;1545
BA;CIV4199;01;3,00;60;29;DEPT1.1;L;H;;L;PROJET DE FIN D'ETUDES;15;MAR;1645
BA;CIV4303;01;2,00;41;35;B-638;C;A;;T;FONDATIONS;40;MER;1245
BA;CIV4303;01;2,00;41;36;B-638;C;A;;T;FONDATIONS;40;MER;1345
BA;CIV4303;01;2,00;41;54;B-638;C;A;;T;FONDATIONS;40;VEN;1130
BA;CIV4404;01;3,00;41;17;B-638;C;H;;TL;HYDRAULIQUE DES RESEAUX;40;LUN;1445
BA;CIV4404;01;3,00;41;18;B-638;C;H;;TL;HYDRAULIQUE DES RESEAUX;40;LUN;1545
BA;CIV4404;01;3,00;41;19;B-638;C;H;;TL;HYDRAULIQUE DES RESEAUX;40;LUN;1645
BA;CIV4404;01;3,00;44;58;B-621;L;H;;TL;HYDRAULIQUE DES RESEAUX;40;VEN;1545
BA;CIV4404;01;3,00;44;59;B-621;L;H;;TL;HYDRAULIQUE DES RESEAUX;40;VEN;1645
BA;CIV4510;01;3,00;56;21;A-522;C;B;;TL;BATIMENTS MULTIETAGES;40;MAR;0830
BA;CIV4510;01;3,00;56;22;A-522;C;B;;TL;BATIMENTS MULTIETAGES;40;MAR;0930
BA;CIV4510;01;3,00;56;23;A-522;C;B;;TL;BATIMENTS MULTIETAGES;40;MAR;1030
BA;CIV4510;01;3,00;48;51;B-618;L;B;P;TL;BATIMENTS MULTIETAGES;40;VEN;0830
BA;CIV4510;01;3,00;48;52;B-618;L;B;P;TL;BATIMENTS MULTIETAGES;40;VEN;0930
BA;CIV4510;01;3,00;48;53;B-618;L;B;P;TL;BATIMENTS MULTIETAGES;40;VEN;1030
BA;CIV4602;01;3,00;56;16;A-609;C;B;;TL;CONCEPTION DES ROUTES;40;LUN;1345
BA;CIV4602;01;3,00;43;43;A-401;C;B;;TL;CONCEPTION DES ROUTES;40;JEU;1030
BA;CIV4602;01;3,00;43;44;A-401;C;B;;TL;CONCEPTION DES ROUTES;40;JEU;1130
BA;CIV4602;01;3,00;48;51;B-618;L;B;I;TL;CONCEPTION DES ROUTES;40;VEN;0830
BA;CIV4602;01;3,00;48;52;B-618;L;B;I;TL;CONCEPTION DES ROUTES;40;VEN;0930
BA;CIV4602;01;3,00;48;53;B-618;L;B;I;TL;CONCEPTION DES ROUTES;40;VEN;1030
BA;CIV4610;01;3,00;50;12;C-630;C;B;;TL;RESTAURATION DE CHAUSSEES;40;LUN;0930
BA;CIV4610;01;3,00;50;13;C-630;C;B;;TL;RESTAURATION DE CHAUSSEES;40;LUN;1030
BA;CIV4610;01;3,00;50;14;C-630;C;B;;TL;RESTAURATION DE CHAUSSEES;40;LUN;1130
BA;CIV4610;01;3,00;56;4B1;A-522;L;B;P;TL;RESTAURATION DE CHAUSSEES;40;JEU;1830
BA;CIV4610;01;3,00;56;4C1;A-522;L;B;P;TL;RESTAURATION DE CHAUSSEES;40;JEU;1930
BA;CIV4610;01;3,00;56;4D1;A-522;L;B;P;TL;RESTAURATION DE CHAUSSEES;40;JEU;2030
BA;ELE1300;01;3,00;98;13;B-311;C;B;;TLS;CIRCUITS LOGIQUES;75;LUN;1030
BA;ELE1300;01;3,00;77;42;A-410;C;B;;TLS;CIRCUITS LOGIQUES;75;JEU;0930
BA;ELE1300;01;3,00;77;43;A-410;C;B;;TLS;CIRCUITS LOGIQUES;75;JEU;1030
BA;ELE1300;01;3,00;40;31;A-328;L;B;I;TLS;CIRCUITS LOGIQUES;30;MER;0830
BA;ELE1300;01;3,00;40;32;A-328;L;B;I;TLS;CIRCUITS LOGIQUES;30;MER;0930
BA;ELE1300;01;3,00;40;33;A-328;L;B;I;TLS;CIRCUITS LOGIQUES;30;MER;1030
BA;ELE1300;02;3,00;98;23;B-311;C;B;;TLS;CIRCUITS LOGIQUES;75;MAR;1030
BA;ELE1300;02;3,00;84;36;A-210;C;B;;TLS;CIRCUITS LOGIQUES;75;MER;1345
BA;ELE1300;02;3,00;84;37;A-210;C;B;;TLS;CIRCUITS LOGIQUES;75;MER;1445
BA;ELE1300;02;3,00;40;31;A-328;L;B;P;TLS;CIRCUITS LOGIQUES;30;MER;0830
BA;ELE1300;02;3,00;40;32;A-328;L;B;P;TLS;CIRCUITS LOGIQUES;30;MER;0930
BA;ELE1300;02;3,00;40;33;A-328;L;B;P;TLS;CIRCUITS LOGIQUES;30;MER;1030
BA;ELE1300;03;3,00;40;57;A-328;L;B;I;TLS;CIRCUITS LOGIQUES;30;VEN;1445
BA;ELE1300;03;3,00;40;58;A-328;L;B;I;TLS;CIRCUITS LOGIQUES;30;VEN;1545
BA;ELE1300;03;3,00;40;59;A-328;L;B;I;TLS;CIRCUITS LOGIQUES;30;VEN;1645
BA;ELE1300;04;3,00;40;57;A-328;L;B;P;TLS;CIRCUITS LOGIQUES;30;VEN;1445
BA;ELE1300;04;3,00;40;58;A-328;L;B;P;TLS;CIRCUITS LOGIQUES;30;VEN;1545
BA;ELE1300;04;3,00;40;59;A-328;L;B;P;TLS;CIRCUITS LOGIQUES;30;VEN;1645
BA;ELE1300;05;3,00;40;11;A-328;L;B;I;TLS;CIRCUITS LOGIQUES;30;LUN;0830
BA;ELE1300;05;3,00;40;12;A-328;L;B;I;TLS;CIRCUITS LOGIQUES;30;LUN;0930
BA;ELE1300;05;3,00;40;13;A-328;L;B;I;TLS;CIRCUITS LOGIQUES;30;LUN;1030
BA;ELE1400;01;3,00;66;35;B-411;C;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;60;MER;1245
BA;ELE1400;01;3,00;66;36;B-411;C;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;60;MER;1345
BA;ELE1400;01;3,00;66;37;B-411;C;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;60;MER;1445
BA;ELE1400;01;3,00;25;41;A-208;L;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;30;JEU;0830
BA;ELE1400;01;3,00;25;42;A-208;L;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;30;JEU;0930
BA;ELE1400;02;3,00;84;31;A-210;C;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;60;MER;0830
BA;ELE1400;02;3,00;84;32;A-210;C;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;60;MER;0930
BA;ELE1400;02;3,00;84;33;A-210;C;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;60;MER;1030
BA;ELE1400;02;3,00;41;41;B-638;L;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;30;JEU;0830
BA;ELE1400;02;3,00;41;42;B-638;L;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;30;JEU;0930
BA;ELE1400;03;3,00;84;47;A-210;C;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;60;JEU;1445
BA;ELE1400;03;3,00;84;48;A-210;C;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;60;JEU;1545
BA;ELE1400;03;3,00;84;49;A-210;C;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;60;JEU;1645
BA;ELE1400;03;3,00;25;56;A-208;L;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;30;VEN;1345
BA;ELE1400;03;3,00;25;57;A-208;L;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;30;VEN;1445
BA;ELE1400;04;3,00;44;56;B-621;L;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;30;VEN;1345
BA;ELE1400;04;3,00;44;57;B-621;L;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;30;VEN;1445
BA;ELE1400;05;3,00;25;28;A-208;L;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;30;MAR;1545
BA;ELE1400;05;3,00;25;29;A-208;L;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;30;MAR;1645
BA;ELE1400;06;3,00;48;28;B-618;L;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;30;MAR;1545
BA;ELE1400;06;3,00;48;29;B-618;L;H;;TLS;ELEMENTS D'ELECTROTECHNIQUE;30;MAR;1645
BA;ELE1600;01;3,00;63;25;B-505;C;B;;TLS;INTRO CIRCUITS ELECTRONIQUES;60;MAR;1245
BA;ELE1600;01;3,00;63;26;B-505;C;B;;TLS;INTRO CIRCUITS ELECTRONIQUES;60;MAR;1345
BA;ELE1600;01;3,00;63;27;B-505;C;B;;TLS;INTRO CIRCUITS ELECTRONIQUES;60;MAR;1445
BA;ELE1600;01;3,00;40;57;A-429.3;L;B;I;TLS;INTRO CIRCUITS ELECTRONIQUES;36;VEN;1445
BA;ELE1600;01;3,00;40;58;A-429.3;L;B;I;TLS;INTRO CIRCUITS ELECTRONIQUES;36;VEN;1545
BA;ELE1600;01;3,00;40;59;A-429.3;L;B;I;TLS;INTRO CIRCUITS ELECTRONIQUES;36;VEN;1645
BA;ELE1600;02;3,00;40;57;A-429.3;L;B;P;TLS;INTRO CIRCUITS ELECTRONIQUES;36;VEN;1445
BA;ELE1600;02;3,00;40;58;A-429.3;L;B;P;TLS;INTRO CIRCUITS ELECTRONIQUES;36;VEN;1545
BA;ELE1600;02;3,00;40;59;A-429.3;L;B;P;TLS;INTRO CIRCUITS ELECTRONIQUES;36;VEN;1645
BA;ELE2300;01;3,00;84;27;A-210;C;B;;TLS;SYSTEMES LOGIQUES I;66;MAR;1445
BA;ELE2300;01;3,00;84;28;A-210;C;B;;TLS;SYSTEMES LOGIQUES I;66;MAR;1545
BA;ELE2300;01;3,00;84;29;A-210;C;B;;TLS;SYSTEMES LOGIQUES I;66;MAR;1645
BA;ELE2300;01;3,00;40;46;A-328;L;B;I;TLS;SYSTEMES LOGIQUES I;22;JEU;1345
BA;ELE2300;01;3,00;40;47;A-328;L;B;I;TLS;SYSTEMES LOGIQUES I;22;JEU;1445
BA;ELE2300;01;3,00;40;48;A-328;L;B;I;TLS;SYSTEMES LOGIQUES I;22;JEU;1545
BA;ELE2300;02;3,00;40;46;A-328;L;B;P;TLS;SYSTEMES LOGIQUES I;22;JEU;1345
BA;ELE2300;02;3,00;40;47;A-328;L;B;P;TLS;SYSTEMES LOGIQUES I;22;JEU;1445
BA;ELE2300;02;3,00;40;48;A-328;L;B;P;TLS;SYSTEMES LOGIQUES I;22;JEU;1545
BA;ELE2300;03;3,00;40;51;A-328;L;B;I;TLS;SYSTEMES LOGIQUES I;22;VEN;0830
BA;ELE2300;03;3,00;40;52;A-328;L;B;I;TLS;SYSTEMES LOGIQUES I;22;VEN;0930
BA;ELE2300;03;3,00;40;53;A-328;L;B;I;TLS;SYSTEMES LOGIQUES I;22;VEN;1030
BA;ELE2301;01;4,00;70;46;A-622;C;H;;TL;CIRCUITS ELECTRONIQUES;36;JEU;1345
BA;ELE2301;01;4,00;70;47;A-622;C;H;;TL;CIRCUITS ELECTRONIQUES;36;JEU;1445
BA;ELE2301;01;4,00;70;48;A-622;C;H;;TL;CIRCUITS ELECTRONIQUES;36;JEU;1545
BA;ELE2301;01;4,00;40;21;A-429.3;L;H;;TL;CIRCUITS ELECTRONIQUES;36;MAR;0830
BA;ELE2301;01;4,00;40;22;A-429.3;L;H;;TL;CIRCUITS ELECTRONIQUES;36;MAR;0930
BA;ELE2301;01;4,00;40;23;A-429.3;L;H;;TL;CIRCUITS ELECTRONIQUES;36;MAR;1030
BA;ELE2400;01;2,00;71;51;B-405;C;B;;TLS;SECURITE ET ENVIRONNEMENT;36;VEN;0830
BA;ELE2400;01;2,00;71;52;B-405;C;B;;TLS;SECURITE ET ENVIRONNEMENT;36;VEN;0930
BA;ELE2400;01;2,00;71;53;B-405;C;B;;TLS;SECURITE ET ENVIRONNEMENT;36;VEN;1030
BA;ELE2400;01;2,00;25;37;A-208;L;B;I;TLS;SECURITE ET ENVIRONNEMENT;18;MER;1445
BA;ELE2400;01;2,00;25;38;A-208;L;B;I;TLS;SECURITE ET ENVIRONNEMENT;18;MER;1545
BA;ELE2400;01;2,00;25;39;A-208;L;B;I;TLS;SECURITE ET ENVIRONNEMENT;18;MER;1645
BA;ELE2400;02;2,00;48;31;B-618;C;B;;TLS;SECURITE ET ENVIRONNEMENT;36;MER;0830
BA;ELE2400;02;2,00;48;32;B-618;C;B;;TLS;SECURITE ET ENVIRONNEMENT;36;MER;0930
BA;ELE2400;02;2,00;48;33;B-618;C;B;;TLS;SECURITE ET ENVIRONNEMENT;36;MER;1030
BA;ELE2400;02;2,00;25;37;A-208;L;B;P;TLS;SECURITE ET ENVIRONNEMENT;18;MER;1445
BA;ELE2400;02;2,00;25;38;A-208;L;B;P;TLS;SECURITE ET ENVIRONNEMENT;18;MER;1545
BA;ELE2400;02;2,00;25;39;A-208;L;B;P;TLS;SECURITE ET ENVIRONNEMENT;18;MER;1645
BA;ELE2400;03;2,00;25;11;A-208;L;B;I;TLS;SECURITE ET ENVIRONNEMENT;18;LUN;0830
BA;ELE2400;03;2,00;25;12;A-208;L;B;I;TLS;SECURITE ET ENVIRONNEMENT;18;LUN;0930
BA;ELE2400;03;2,00;25;13;A-208;L;B;I;TLS;SECURITE ET ENVIRONNEMENT;18;LUN;1030
BA;ELE2400;04;2,00;25;11;A-208;L;B;P;TLS;SECURITE ET ENVIRONNEMENT;18;LUN;0830
BA;ELE2400;04;2,00;25;12;A-208;L;B;P;TLS;SECURITE ET ENVIRONNEMENT;18;LUN;0930
BA;ELE2400;04;2,00;25;13;A-208;L;B;P;TLS;SECURITE ET ENVIRONNEMENT;18;LUN;1030
BA;ELE2600;01;2,00;64;21;B-506;C;A;;T;CIRCUITS ELECTRIQUES I;60;MAR;0830
BA;ELE2600;01;2,00;64;22;B-506;C;A;;T;CIRCUITS ELECTRIQUES I;60;MAR;0930
BA;ELE2600;01;2,00;64;23;B-506;C;A;;T;CIRCUITS ELECTRIQUES I;60;MAR;1030
BA;ELE2600;02;2,00;63;51;A-621;C;A;;T;CIRCUITS ELECTRIQUES I;60;VEN;0830
BA;ELE2600;02;2,00;63;52;A-621;C;A;;T;CIRCUITS ELECTRIQUES I;60;VEN;0930
