Seecod;Cousig;Grccod;Counbrcdt;Locnbrpla;Pernum;Loccod;Grccodtypgrpcou;Coufrqlab;Grccodprt;Remcodtypcou;Couabgitt;Grcnbrpladis;Perjousem;Perhredeb
BA;ELE2600;02;2,00;63;53;A-621;C;A;;T;CIRCUITS ELECTRIQUES I;60;VEN;1030
BA;ELE2601;01;3,00;94;18;A-616;C;H;;TL;CIRCUITS ELECTRIQUES II;70;LUN;1545
BA;ELE2601;01;3,00;90;25;B-600.3;C;H;;TL;CIRCUITS ELECTRIQUES II;70;MAR;1245
BA;ELE2601;01;3,00;90;26;B-600.3;C;H;;TL;CIRCUITS ELECTRIQUES II;70;MAR;1345
BA;ELE2601;01;3,00;94;19;A-616;L;H;;TL;CIRCUITS ELECTRIQUES II;70;LUN;1645
BA;ELE2602;01;3,00;186;34;A-416;C;H;;TLS;TP DE CIRCUITS ELECTRIQUES;72;MER;1130
BA;ELE2602;01;3,00;40;31;A-429.3;L;H;;TLS;TP DE CIRCUITS ELECTRIQUES;36;MER;0830
BA;ELE2602;01;3,00;40;32;A-429.3;L;H;;TLS;TP DE CIRCUITS ELECTRIQUES;36;MER;0930
BA;ELE2602;01;3,00;40;33;A-429.3;L;H;;TLS;TP DE CIRCUITS ELECTRIQUES;36;MER;1030
BA;ELE2602;02;3,00;40;37;A-429.3;L;H;;TLS;TP DE CIRCUITS ELECTRIQUES;36;MER;1445
BA;ELE2602;02;3,00;40;38;A-429.3;L;H;;TLS;TP DE CIRCUITS ELECTRIQUES;36;MER;1545
BA;ELE2602;02;3,00;40;39;A-429.3;L;H;;TLS;TP DE CIRCUITS ELECTRIQUES;36;MER;1645
BA;ELE3100;01;3,00;84;19;A-210;C;H;;TLS;PROJETS DE GENIE ELECTRIQUE;40;LUN;1645
BA;ELE3100;01;3,00;44;43;C-539.4;L;H;;TLS;PROJETS DE GENIE ELECTRIQUE;20;JEU;1030
BA;ELE3100;01;3,00;44;44;C-539.4;L;H;;TLS;PROJETS DE GENIE ELECTRIQUE;20;JEU;1130
BA;ELE3100;02;3,00;56;36;A-609;C;H;;TLS;PROJETS DE GENIE ELECTRIQUE;40;MER;1345
BA;ELE3100;02;3,00;44;51;C-539.4;L;H;;TLS;PROJETS DE GENIE ELECTRIQUE;20;VEN;0830
BA;ELE3100;02;3,00;44;52;C-539.4;L;H;;TLS;PROJETS DE GENIE ELECTRIQUE;20;VEN;0930
BA;ELE3100;03;3,00;54;25;C-539.2;L;H;;TLS;PROJETS DE GENIE ELECTRIQUE;20;MAR;1245
BA;ELE3100;03;3,00;54;26;C-539.2;L;H;;TLS;PROJETS DE GENIE ELECTRIQUE;20;MAR;1345
BA;ELE3100;04;3,00;54;55;C-539.2;L;H;;TLS;PROJETS DE GENIE ELECTRIQUE;20;VEN;1245
BA;ELE3100;04;3,00;54;56;C-539.2;L;H;;TLS;PROJETS DE GENIE ELECTRIQUE;20;VEN;1345
BA;ELE3200;01;3,00;125;31;B-316.1;C;H;;TLS;SYSTEMES ET SIMULATION;100;MER;0830
BA;ELE3200;01;3,00;125;32;B-316.1;C;H;;TLS;SYSTEMES ET SIMULATION;100;MER;0930
BA;ELE3200;01;3,00;125;33;B-316.1;C;H;;TLS;SYSTEMES ET SIMULATION;100;MER;1030
BA;ELE3200;01;3,00;44;41;C-539.4;L;H;;TLS;SYSTEMES ET SIMULATION;20;JEU;0830
BA;ELE3200;01;3,00;44;42;C-539.4;L;H;;TLS;SYSTEMES ET SIMULATION;20;JEU;0930
BA;ELE3200;02;3,00;44;43;C-513;L;H;;TLS;SYSTEMES ET SIMULATION;20;JEU;1030
BA;ELE3200;02;3,00;44;44;C-513;L;H;;TLS;SYSTEMES ET SIMULATION;20;JEU;1130
BA;ELE3200;03;3,00;44;18;C-539.4;L;H;;TLS;SYSTEMES ET SIMULATION;20;LUN;1545
BA;ELE3200;03;3,00;44;19;C-539.4;L;H;;TLS;SYSTEMES ET SIMULATION;20;LUN;1645
BA;ELE3200;04;3,00;44;46;C-513;L;H;;TLS;SYSTEMES ET SIMULATION;20;JEU;1345
BA;ELE3200;04;3,00;44;47;C-513;L;H;;TLS;SYSTEMES ET SIMULATION;20;JEU;1445
BA;ELE3200;05;3,00;44;15;C-513;L;H;;TLS;SYSTEMES ET SIMULATION;20;LUN;1245
BA;ELE3200;05;3,00;44;16;C-513;L;H;;TLS;SYSTEMES ET SIMULATION;20;LUN;1345
BA;ELE3201;01;3,00;66;56;B-411;C;B;;TLS;ASSERVISSEMENTS;64;VEN;1345
BA;ELE3201;01;3,00;66;57;B-411;C;B;;TLS;ASSERVISSEMENTS;64;VEN;1445
BA;ELE3201;01;3,00;66;58;B-411;C;B;;TLS;ASSERVISSEMENTS;64;VEN;1545
BA;ELE3201;01;3,00;30;31;A-431;L;B;I;TLS;ASSERVISSEMENTS;20;MER;0830
BA;ELE3201;01;3,00;30;32;A-431;L;B;I;TLS;ASSERVISSEMENTS;20;MER;0930
BA;ELE3201;01;3,00;30;33;A-431;L;B;I;TLS;ASSERVISSEMENTS;20;MER;1030
BA;ELE3201;02;3,00;30;31;A-431;L;B;P;TLS;ASSERVISSEMENTS;20;MER;0830
BA;ELE3201;02;3,00;30;32;A-431;L;B;P;TLS;ASSERVISSEMENTS;20;MER;0930
BA;ELE3201;02;3,00;30;33;A-431;L;B;P;TLS;ASSERVISSEMENTS;20;MER;1030
BA;ELE3201;03;3,00;30;17;A-431;L;B;I;TLS;ASSERVISSEMENTS;20;LUN;1445
BA;ELE3201;03;3,00;30;18;A-431;L;B;I;TLS;ASSERVISSEMENTS;20;LUN;1545
BA;ELE3201;03;3,00;30;19;A-431;L;B;I;TLS;ASSERVISSEMENTS;20;LUN;1645
BA;ELE3201;04;3,00;30;17;A-431;L;B;P;TLS;ASSERVISSEMENTS;20;LUN;1445
BA;ELE3201;04;3,00;30;18;A-431;L;B;P;TLS;ASSERVISSEMENTS;20;LUN;1545
BA;ELE3201;04;3,00;30;19;A-431;L;B;P;TLS;ASSERVISSEMENTS;20;LUN;1645
BA;ELE3202;01;3,00;77;3C0;A-410;C;B;;TLS;INTRODUCT. A L'AUTOMATISATION;60;MER;1900
BA;ELE3202;01;3,00;77;3D0;A-410;C;B;;TLS;INTRODUCT. A L'AUTOMATISATION;60;MER;2000
BA;ELE3202;01;3,00;77;3E0;A-410;C;B;;TLS;INTRODUCT. A L'AUTOMATISATION;60;MER;2100
BA;ELE3202;01;3,00;30;47;A-431;L;B;I;TLS;INTRODUCT. A L'AUTOMATISATION;20;JEU;1445
BA;ELE3202;01;3,00;30;48;A-431;L;B;I;TLS;INTRODUCT. A L'AUTOMATISATION;20;JEU;1545
BA;ELE3202;01;3,00;30;49;A-431;L;B;I;TLS;INTRODUCT. A L'AUTOMATISATION;20;JEU;1645
BA;ELE3202;02;3,00;30;47;A-431;L;B;P;TLS;INTRODUCT. A L'AUTOMATISATION;20;JEU;1445
BA;ELE3202;02;3,00;30;48;A-431;L;B;P;TLS;INTRODUCT. A L'AUTOMATISATION;20;JEU;1545
BA;ELE3202;02;3,00;30;49;A-431;L;B;P;TLS;INTRODUCT. A L'AUTOMATISATION;20;JEU;1645
BA;ELE3202;03;3,00;30;57;A-431;L;B;I;TLS;INTRODUCT. A L'AUTOMATISATION;20;VEN;1445
BA;ELE3202;03;3,00;30;58;A-431;L;B;I;TLS;INTRODUCT. A L'AUTOMATISATION;20;VEN;1545
BA;ELE3202;03;3,00;30;59;A-431;L;B;I;TLS;INTRODUCT. A L'AUTOMATISATION;20;VEN;1645
BA;ELE3300;01;3,00;63;15;B-505;C;H;;TLS;ELECTRONIQUE I;45;LUN;1245
BA;ELE3300;01;3,00;63;16;B-505;C;H;;TLS;ELECTRONIQUE I;45;LUN;1345
BA;ELE3300;01;3,00;63;17;B-505;C;H;;TLS;ELECTRONIQUE I;45;LUN;1445
BA;ELE3300;01;3,00;36;37;D-5160;L;H;;TLS;ELECTRONIQUE I;30;MER;1445
BA;ELE3300;01;3,00;36;38;D-5160;L;H;;TLS;ELECTRONIQUE I;30;MER;1545
BA;ELE3300;01;3,00;36;39;D-5160;L;H;;TLS;ELECTRONIQUE I;30;MER;1645
BA;ELE3300;02;3,00;75;21;D-3020;C;H;;TLS;ELECTRONIQUE I;45;MAR;0830
BA;ELE3300;02;3,00;75;22;D-3020;C;H;;TLS;ELECTRONIQUE I;45;MAR;0930
BA;ELE3300;02;3,00;75;23;D-3020;C;H;;TLS;ELECTRONIQUE I;45;MAR;1030
BA;ELE3300;02;3,00;36;11;D-5160;L;H;;TLS;ELECTRONIQUE I;30;LUN;0830
BA;ELE3300;02;3,00;36;12;D-5160;L;H;;TLS;ELECTRONIQUE I;30;LUN;0930
BA;ELE3300;02;3,00;36;13;D-5160;L;H;;TLS;ELECTRONIQUE I;30;LUN;1030
BA;ELE3300;03;3,00;36;51;D-5160;L;H;;TLS;ELECTRONIQUE I;30;VEN;0830
BA;ELE3300;03;3,00;36;52;D-5160;L;H;;TLS;ELECTRONIQUE I;30;VEN;0930
BA;ELE3300;03;3,00;36;53;D-5160;L;H;;TLS;ELECTRONIQUE I;30;VEN;1030
BA;ELE3301;01;3,00;88;27;B-600.4;C;B;;TLS;SYST. NUMER. PROGRAMMABLES;30;MAR;1445
BA;ELE3301;01;3,00;88;28;B-600.4;C;B;;TLS;SYST. NUMER. PROGRAMMABLES;30;MAR;1545
BA;ELE3301;01;3,00;88;29;B-600.4;C;B;;TLS;SYST. NUMER. PROGRAMMABLES;30;MAR;1645
BA;ELE3301;01;3,00;36;2C0;D-5227;L;B;I;TLS;SYST. NUMER. PROGRAMMABLES;16;MAR;1900
BA;ELE3301;01;3,00;36;2D0;D-5227;L;B;I;TLS;SYST. NUMER. PROGRAMMABLES;16;MAR;2000
BA;ELE3301;01;3,00;36;2E0;D-5227;L;B;I;TLS;SYST. NUMER. PROGRAMMABLES;16;MAR;2100
BA;ELE3301;02;3,00;125;41;B-316.1;C;B;;TLS;SYST. NUMER. PROGRAMMABLES;30;JEU;0830
BA;ELE3301;02;3,00;125;42;B-316.1;C;B;;TLS;SYST. NUMER. PROGRAMMABLES;30;JEU;0930
BA;ELE3301;02;3,00;125;43;B-316.1;C;B;;TLS;SYST. NUMER. PROGRAMMABLES;30;JEU;1030
BA;ELE3301;02;3,00;36;2C0;D-5227;L;B;P;TLS;SYST. NUMER. PROGRAMMABLES;16;MAR;1900
BA;ELE3301;02;3,00;36;2D0;D-5227;L;B;P;TLS;SYST. NUMER. PROGRAMMABLES;16;MAR;2000
BA;ELE3301;02;3,00;36;2E0;D-5227;L;B;P;TLS;SYST. NUMER. PROGRAMMABLES;16;MAR;2100
BA;ELE3301;03;3,00;94;31;A-616;C;B;;TLS;SYST. NUMER. PROGRAMMABLES;30;MER;0830
BA;ELE3301;03;3,00;94;32;A-616;C;B;;TLS;SYST. NUMER. PROGRAMMABLES;30;MER;0930
BA;ELE3301;03;3,00;94;33;A-616;C;B;;TLS;SYST. NUMER. PROGRAMMABLES;30;MER;1030
BA;ELE3301;03;3,00;36;51;D-5227;L;B;I;TLS;SYST. NUMER. PROGRAMMABLES;16;VEN;0830
BA;ELE3301;03;3,00;36;52;D-5227;L;B;I;TLS;SYST. NUMER. PROGRAMMABLES;16;VEN;0930
BA;ELE3301;03;3,00;36;53;D-5227;L;B;I;TLS;SYST. NUMER. PROGRAMMABLES;16;VEN;1030
BA;ELE3301;04;3,00;36;51;D-5227;L;B;P;TLS;SYST. NUMER. PROGRAMMABLES;16;VEN;0830
BA;ELE3301;04;3,00;36;52;D-5227;L;B;P;TLS;SYST. NUMER. PROGRAMMABLES;16;VEN;0930
BA;ELE3301;04;3,00;36;53;D-5227;L;B;P;TLS;SYST. NUMER. PROGRAMMABLES;16;VEN;1030
BA;ELE3301;05;3,00;36;16;D-5227;L;B;I;TLS;SYST. NUMER. PROGRAMMABLES;16;LUN;1345
BA;ELE3301;05;3,00;36;17;D-5227;L;B;I;TLS;SYST. NUMER. PROGRAMMABLES;16;LUN;1445
BA;ELE3301;05;3,00;36;18;D-5227;L;B;I;TLS;SYST. NUMER. PROGRAMMABLES;16;LUN;1545
BA;ELE3301;06;3,00;36;16;D-5227;L;B;P;TLS;SYST. NUMER. PROGRAMMABLES;16;LUN;1345
BA;ELE3301;06;3,00;36;17;D-5227;L;B;P;TLS;SYST. NUMER. PROGRAMMABLES;16;LUN;1445
BA;ELE3301;06;3,00;36;18;D-5227;L;B;P;TLS;SYST. NUMER. PROGRAMMABLES;16;LUN;1545
BA;ELE3400;01;3,00;77;27;A-410;C;B;;TLS;ELECTROTECHNIQUE;66;MAR;1445
BA;ELE3400;01;3,00;77;28;A-410;C;B;;TLS;ELECTROTECHNIQUE;66;MAR;1545
BA;ELE3400;01;3,00;77;29;A-410;C;B;;TLS;ELECTROTECHNIQUE;66;MAR;1645
BA;ELE3400;01;3,00;25;21;A-208;L;B;I;TLS;ELECTROTECHNIQUE;22;MAR;0830
BA;ELE3400;01;3,00;25;22;A-208;L;B;I;TLS;ELECTROTECHNIQUE;22;MAR;0930
BA;ELE3400;01;3,00;25;23;A-208;L;B;I;TLS;ELECTROTECHNIQUE;22;MAR;1030
BA;ELE3400;02;3,00;25;21;A-208;L;B;P;TLS;ELECTROTECHNIQUE;22;MAR;0830
BA;ELE3400;02;3,00;25;22;A-208;L;B;P;TLS;ELECTROTECHNIQUE;22;MAR;0930
BA;ELE3400;02;3,00;25;23;A-208;L;B;P;TLS;ELECTROTECHNIQUE;22;MAR;1030
BA;ELE3400;03;3,00;25;31;A-208;L;B;I;TLS;ELECTROTECHNIQUE;22;MER;0830
BA;ELE3400;03;3,00;25;32;A-208;L;B;I;TLS;ELECTROTECHNIQUE;22;MER;0930
BA;ELE3400;03;3,00;25;33;A-208;L;B;I;TLS;ELECTROTECHNIQUE;22;MER;1030
BA;ELE3500;01;3,00;55;25;A-608;C;H;;TL;ONDES ELECTROMAGNETIQUES;50;MAR;1245
BA;ELE3500;01;3,00;55;26;A-608;C;H;;TL;ONDES ELECTROMAGNETIQUES;50;MAR;1345
BA;ELE3500;01;3,00;50;41;C-630;C;H;;TL;ONDES ELECTROMAGNETIQUES;50;JEU;0830
BA;ELE3500;01;3,00;50;42;C-630;L;H;;TL;ONDES ELECTROMAGNETIQUES;50;JEU;0930
BA;ELE3500;01;3,00;50;43;C-630;L;H;;TL;ONDES ELECTROMAGNETIQUES;50;JEU;1030
BA;ELE3700;01;3,00;51;11;A-503;C;B;;TLS;ANALYSE DES SIGNAUX;60;LUN;0830
BA;ELE3700;01;3,00;51;12;A-503;C;B;;TLS;ANALYSE DES SIGNAUX;60;LUN;0930
BA;ELE3700;01;3,00;51;13;A-503;C;B;;TLS;ANALYSE DES SIGNAUX;60;LUN;1030
BA;ELE3700;01;3,00;40;57;D-5208;L;B;I;TLS;ANALYSE DES SIGNAUX;40;VEN;1445
BA;ELE3700;01;3,00;40;58;D-5208;L;B;I;TLS;ANALYSE DES SIGNAUX;40;VEN;1545
BA;ELE3700;01;3,00;40;59;D-5208;L;B;I;TLS;ANALYSE DES SIGNAUX;40;VEN;1645
BA;ELE3700;02;3,00;63;31;A-621;C;B;;TLS;ANALYSE DES SIGNAUX;60;MER;0830
BA;ELE3700;02;3,00;63;32;A-621;C;B;;TLS;ANALYSE DES SIGNAUX;60;MER;0930
BA;ELE3700;02;3,00;63;33;A-621;C;B;;TLS;ANALYSE DES SIGNAUX;60;MER;1030
BA;ELE3700;02;3,00;40;57;D-5208;L;B;P;TLS;ANALYSE DES SIGNAUX;40;VEN;1445
BA;ELE3700;02;3,00;40;58;D-5208;L;B;P;TLS;ANALYSE DES SIGNAUX;40;VEN;1545
BA;ELE3700;02;3,00;40;59;D-5208;L;B;P;TLS;ANALYSE DES SIGNAUX;40;VEN;1645
BA;ELE3700;03;3,00;40;47;D-5208;L;B;I;TLS;ANALYSE DES SIGNAUX;40;JEU;1445
BA;ELE3700;03;3,00;40;48;D-5208;L;B;I;TLS;ANALYSE DES SIGNAUX;40;JEU;1545
BA;ELE3700;03;3,00;40;49;D-5208;L;B;I;TLS;ANALYSE DES SIGNAUX;40;JEU;1645
BA;ELE3701;01;3,00;56;51;D-3066;C;B;;TLS;TELECOMMUNICATIONS I;50;VEN;0830
BA;ELE3701;01;3,00;56;52;D-3066;C;B;;TLS;TELECOMMUNICATIONS I;50;VEN;0930
BA;ELE3701;01;3,00;56;53;D-3066;C;B;;TLS;TELECOMMUNICATIONS I;50;VEN;1030
BA;ELE3701;01;3,00;20;37;D-5202;L;B;I;TLS;TELECOMMUNICATIONS I;20;MER;1445
BA;ELE3701;01;3,00;20;38;D-5202;L;B;I;TLS;TELECOMMUNICATIONS I;20;MER;1545
BA;ELE3701;01;3,00;20;39;D-5202;L;B;I;TLS;TELECOMMUNICATIONS I;20;MER;1645
BA;ELE3701;02;3,00;63;11;B-505;C;B;;TLS;TELECOMMUNICATIONS I;50;LUN;0830
BA;ELE3701;02;3,00;63;12;B-505;C;B;;TLS;TELECOMMUNICATIONS I;50;LUN;0930
BA;ELE3701;02;3,00;63;13;B-505;C;B;;TLS;TELECOMMUNICATIONS I;50;LUN;1030
BA;ELE3701;02;3,00;20;37;D-5202;L;B;P;TLS;TELECOMMUNICATIONS I;20;MER;1445
BA;ELE3701;02;3,00;20;38;D-5202;L;B;P;TLS;TELECOMMUNICATIONS I;20;MER;1545
BA;ELE3701;02;3,00;20;39;D-5202;L;B;P;TLS;TELECOMMUNICATIONS I;20;MER;1645
BA;ELE3701;03;3,00;20;47;D-5202;L;B;I;TLS;TELECOMMUNICATIONS I;20;JEU;1445
BA;ELE3701;03;3,00;20;48;D-5202;L;B;I;TLS;TELECOMMUNICATIONS I;20;JEU;1545
BA;ELE3701;03;3,00;20;49;D-5202;L;B;I;TLS;TELECOMMUNICATIONS I;20;JEU;1645
BA;ELE3701;04;3,00;20;47;D-5202;L;B;P;TLS;TELECOMMUNICATIONS I;20;JEU;1445
BA;ELE3701;04;3,00;20;48;D-5202;L;B;P;TLS;TELECOMMUNICATIONS I;20;JEU;1545
BA;ELE3701;04;3,00;20;49;D-5202;L;B;P;TLS;TELECOMMUNICATIONS I;20;JEU;1645
BA;ELE3701;05;3,00;20;21;D-5202;L;B;I;TLS;TELECOMMUNICATIONS I;20;MAR;0830
BA;ELE3701;05;3,00;20;22;D-5202;L;B;I;TLS;TELECOMMUNICATIONS I;20;MAR;0930
BA;ELE3701;05;3,00;20;23;D-5202;L;B;I;TLS;TELECOMMUNICATIONS I;20;MAR;1030
BA;ELE3702;01;3,00;63;37;A-621;C;B;;TL;INFORMATION ET TELECOMM.;41;MER;1445
BA;ELE3702;01;3,00;63;38;A-621;C;B;;TL;INFORMATION ET TELECOMM.;41;MER;1545
BA;ELE3702;01;3,00;63;39;A-621;C;B;;TL;INFORMATION ET TELECOMM.;41;MER;1645
BA;ELE3702;01;3,00;40;17;D-5208;L;B;I;TL;INFORMATION ET TELECOMM.;41;LUN;1445
BA;ELE3702;01;3,00;40;18;D-5208;L;B;I;TL;INFORMATION ET TELECOMM.;41;LUN;1545
BA;ELE3702;01;3,00;40;19;D-5208;L;B;I;TL;INFORMATION ET TELECOMM.;41;LUN;1645
BA;ELE3703;01;3,00;63;25;A-621;C;B;;TLS;INTROD. AUX COMM. NUMERIQUES;60;MAR;1245
BA;ELE3703;01;3,00;63;26;A-621;C;B;;TLS;INTROD. AUX COMM. NUMERIQUES;60;MAR;1345
BA;ELE3703;01;3,00;70;51;A-622;C;B;;TLS;INTROD. AUX COMM. NUMERIQUES;60;VEN;0830
BA;ELE3703;01;3,00;20;41;D-5202;L;B;I;TLS;INTROD. AUX COMM. NUMERIQUES;20;JEU;0830
BA;ELE3703;01;3,00;20;42;D-5202;L;B;I;TLS;INTROD. AUX COMM. NUMERIQUES;20;JEU;0930
BA;ELE3703;01;3,00;20;43;D-5202;L;B;I;TLS;INTROD. AUX COMM. NUMERIQUES;20;JEU;1030
BA;ELE3703;02;3,00;20;41;D-5202;L;B;P;TLS;INTROD. AUX COMM. NUMERIQUES;20;JEU;0830
BA;ELE3703;02;3,00;20;42;D-5202;L;B;P;TLS;INTROD. AUX COMM. NUMERIQUES;20;JEU;0930
BA;ELE3703;02;3,00;20;43;D-5202;L;B;P;TLS;INTROD. AUX COMM. NUMERIQUES;20;JEU;1030
BA;ELE3703;03;3,00;20;31;D-5202;L;B;I;TLS;INTROD. AUX COMM. NUMERIQUES;20;MER;0830
BA;ELE3703;03;3,00;20;32;D-5202;L;B;I;TLS;INTROD. AUX COMM. NUMERIQUES;20;MER;0930
BA;ELE3703;03;3,00;20;33;D-5202;L;B;I;TLS;INTROD. AUX COMM. NUMERIQUES;20;MER;1030
BA;ELE4196;01;3,00;60;28;DEPT3.1;L;H;;L;PROJETS SPECIAUX GEN. ELECTR.;10;MAR;1545
BA;ELE4196;01;3,00;60;29;DEPT3.1;L;H;;L;PROJETS SPECIAUX GEN. ELECTR.;10;MAR;1645
BA;ELE4199;01;3,00;60;28;DEPT3.1;L;H;;L;PROJET DE FIN D'ETUDES;40;MAR;1545
BA;ELE4199;01;3,00;60;29;DEPT3.1;L;H;;L;PROJET DE FIN D'ETUDES;40;MAR;1645
BA;ELE4202;01;3,00;63;22;B-505;C;B;;TLS;COMMANDE PROCESSUS INDUSTRIELS;45;MAR;0930
BA;ELE4202;01;3,00;63;23;B-505;C;B;;TLS;COMMANDE PROCESSUS INDUSTRIELS;45;MAR;1030
BA;ELE4202;01;3,00;63;24;B-505;C;B;;TLS;COMMANDE PROCESSUS INDUSTRIELS;45;MAR;1130
BA;ELE4202;01;3,00;25;27;A-429.4;L;B;I;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;MAR;1445
BA;ELE4202;01;3,00;25;28;A-429.4;L;B;I;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;MAR;1545
BA;ELE4202;01;3,00;25;29;A-429.4;L;B;I;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;MAR;1645
BA;ELE4202;02;3,00;25;27;A-429.4;L;B;P;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;MAR;1445
BA;ELE4202;02;3,00;25;28;A-429.4;L;B;P;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;MAR;1545
BA;ELE4202;02;3,00;25;29;A-429.4;L;B;P;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;MAR;1645
BA;ELE4202;03;3,00;25;46;A-429.4;L;B;I;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;JEU;1345
BA;ELE4202;03;3,00;25;47;A-429.4;L;B;I;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;JEU;1445
BA;ELE4202;03;3,00;25;48;A-429.4;L;B;I;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;JEU;1545
BA;ELE4202;04;3,00;25;46;A-429.4;L;B;P;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;JEU;1345
BA;ELE4202;04;3,00;25;47;A-429.4;L;B;P;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;JEU;1445
BA;ELE4202;04;3,00;25;48;A-429.4;L;B;P;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;JEU;1545
BA;ELE4202;05;3,00;25;31;A-429.4;L;B;I;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;MER;0830
BA;ELE4202;05;3,00;25;32;A-429.4;L;B;I;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;MER;0930
BA;ELE4202;05;3,00;25;33;A-429.4;L;B;I;TLS;COMMANDE PROCESSUS INDUSTRIELS;9;MER;1030
BA;ELE4203;01;3,00;63;47;B-505;C;B;;TLS;ROBOTIQUE;60;JEU;1445
BA;ELE4203;01;3,00;63;48;B-505;C;B;;TLS;ROBOTIQUE;60;JEU;1545
BA;ELE4203;01;3,00;63;49;B-505;C;B;;TLS;ROBOTIQUE;60;JEU;1645
BA;ELE4203;01;3,00;25;11;A-429.4;L;B;I;TLS;ROBOTIQUE;10;LUN;0830
BA;ELE4203;01;3,00;25;12;A-429.4;L;B;I;TLS;ROBOTIQUE;10;LUN;0930
BA;ELE4203;01;3,00;25;13;A-429.4;L;B;I;TLS;ROBOTIQUE;10;LUN;1030
BA;ELE4203;02;3,00;56;11;A-611;L;B;P;TLS;ROBOTIQUE;10;LUN;0830
BA;ELE4203;02;3,00;56;12;A-611;L;B;P;TLS;ROBOTIQUE;10;LUN;0930
BA;ELE4203;02;3,00;56;13;A-611;L;B;P;TLS;ROBOTIQUE;10;LUN;1030
BA;ELE4203;03;3,00;25;21;A-429.4;L;B;I;TLS;ROBOTIQUE;10;MAR;0830
BA;ELE4203;03;3,00;25;22;A-429.4;L;B;I;TLS;ROBOTIQUE;10;MAR;0930
BA;ELE4203;03;3,00;25;23;A-429.4;L;B;I;TLS;ROBOTIQUE;10;MAR;1030
BA;ELE4203;04;3,00;56;21;A-611;L;B;P;TLS;ROBOTIQUE;10;MAR;0830
BA;ELE4203;04;3,00;56;22;A-611;L;B;P;TLS;ROBOTIQUE;10;MAR;0930
BA;ELE4203;04;3,00;56;23;A-611;L;B;P;TLS;ROBOTIQUE;10;MAR;1030
BA;ELE4203;05;3,00;25;16;A-429.4;L;B;I;TLS;ROBOTIQUE;10;LUN;1345
BA;ELE4203;05;3,00;25;17;A-429.4;L;B;I;TLS;ROBOTIQUE;10;LUN;1445
BA;ELE4203;05;3,00;25;18;A-429.4;L;B;I;TLS;ROBOTIQUE;10;LUN;1545
BA;ELE4203;06;3,00;56;16;A-611;L;B;P;TLS;ROBOTIQUE;10;LUN;1345
BA;ELE4203;06;3,00;56;17;A-611;L;B;P;TLS;ROBOTIQUE;10;LUN;1445
BA;ELE4203;06;3,00;56;18;A-611;L;B;P;TLS;ROBOTIQUE;10;LUN;1545
BA;ELE4300;01;3,00;64;38;A-604;C;H;;TLS;ELECTRONIQUE II;68;MER;1545
BA;ELE4300;01;3,00;64;39;A-604;C;H;;TLS;ELECTRONIQUE II;68;MER;1645
BA;ELE4300;01;3,00;60;55;D-6321;C;H;;TLS;ELECTRONIQUE II;68;VEN;1245
BA;ELE4300;01;3,00;36;57;D-5160;L;H;;TLS;ELECTRONIQUE II;34;VEN;1445
BA;ELE4300;01;3,00;36;58;D-5160;L;H;;TLS;ELECTRONIQUE II;34;VEN;1545
BA;ELE4300;01;3,00;36;59;D-5160;L;H;;TLS;ELECTRONIQUE II;34;VEN;1645
BA;ELE4300;02;3,00;36;31;D-5160;L;H;;TLS;ELECTRONIQUE II;34;MER;0830
BA;ELE4300;02;3,00;36;32;D-5160;L;H;;TLS;ELECTRONIQUE II;34;MER;0930
BA;ELE4300;02;3,00;36;33;D-5160;L;H;;TLS;ELECTRONIQUE II;34;MER;1030
BA;ELE4301;01;3,00;88;27;B-600.4;C;B;;TLS;SYSTEMES LOGIQUES II;70;MAR;1445
BA;ELE4301;01;3,00;88;28;B-600.4;C;B;;TLS;SYSTEMES LOGIQUES II;70;MAR;1545
BA;ELE4301;01;3,00;88;29;B-600.4;C;B;;TLS;SYSTEMES LOGIQUES II;70;MAR;1645
BA;ELE4301;01;3,00;20;2C0;D-5214;L;B;I;TLS;SYSTEMES LOGIQUES II;15;MAR;1900
BA;ELE4301;01;3,00;20;2D0;D-5214;L;B;I;TLS;SYSTEMES LOGIQUES II;15;MAR;2000
BA;ELE4301;01;3,00;20;2E0;D-5214;L;B;I;TLS;SYSTEMES LOGIQUES II;15;MAR;2100
BA;ELE4301;02;3,00;125;41;B-316.1;C;B;;TLS;SYSTEMES LOGIQUES II;40;JEU;0830
BA;ELE4301;02;3,00;125;42;B-316.1;C;B;;TLS;SYSTEMES LOGIQUES II;40;JEU;0930
